Capacity data calculated from MERRA-2
""
BEGIN_DATA
year,month,day,hour,w_cfs
2018,3,13,14,0.05527360568840529
2018,3,13,15,0.0758015514847612
2018,3,13,16,0.06770699669647025
2018,3,13,17,0.07224859830081619
2018,3,13,18,0.07823893792341303
2018,3,13,19,0.08126814605606393
2018,3,13,20,0.08551177742179492
2018,3,13,21,0.09359783285696169
2018,3,13,22,0.1087548070823782
2018,3,13,23,0.14886427854897621
2018,3,13,24,0.4998977440353094
2018,3,14,1,0.8496691481691491
2018,3,14,2,0.8909102314289247
2018,3,14,3,0.8296203513044368
2018,3,14,4,0.7151526172336716
2018,3,14,5,0.5768010197563923
2018,3,14,6,0.48437555923570064
2018,3,14,7,0.43024795485940126
2018,3,14,8,0.39062302857626463
2018,3,14,9,0.3645853908284373
2018,3,14,10,0.365196584385913
2018,3,14,11,0.37739941384975834
2018,3,14,12,0.40713645218089595
2018,3,14,13,0.2481768394700729
2018,3,14,14,0.17684780773681208
2018,3,14,15,0.563323378631369
2018,3,14,16,0.5778493463272764
2018,3,14,17,0.5624289623122892
2018,3,14,18,0.5658670631137721
2018,3,14,19,0.5710532984685167
2018,3,14,20,0.5769156844664084
2018,3,14,21,0.5855476704848525
2018,3,14,22,0.605641406091342
2018,3,14,23,0.6704684545545941
2018,3,14,24,0.9272898423147757
2018,3,15,1,0.9533429817621792
2018,3,15,2,0.9430043366798041
2018,3,15,3,0.9351683002725791
2018,3,15,4,0.928262013002356
2018,3,15,5,0.9267883830652798
2018,3,15,6,0.9265369103511698
2018,3,15,7,0.921559811638908
2018,3,15,8,0.9034910268313966
2018,3,15,9,0.8651293407765277
2018,3,15,10,0.8287500834666307
2018,3,15,11,0.7944328310249875
2018,3,15,12,0.7522430899692909
2018,3,15,13,0.5360361620723322
2018,3,15,14,0.6985715292336707
2018,3,15,15,0.7190073391928309
2018,3,15,16,0.6718219484899187
2018,3,15,17,0.6793164442266684
2018,3,15,18,0.7049844492284035
2018,3,15,19,0.7602310298486508
2018,3,15,20,0.8264873829844643
2018,3,15,21,0.8913827524063003
2018,3,15,22,0.9462556786283925
2018,3,15,23,0.956909779565571
2018,3,15,24,0.9744550665996375
2018,3,16,1,0.9887326378228255
2018,3,16,2,0.9890327690966083
2018,3,16,3,0.9898434777695821
2018,3,16,4,0.9933013201012835
2018,3,16,5,0.9988078595873833
2018,3,16,6,0.9992374056577533
2018,3,16,7,1.0
2018,3,16,8,0.9948514643096151
2018,3,16,9,0.971421666666309
2018,3,16,10,0.9596777632242015
2018,3,16,11,0.9594077928249846
2018,3,16,12,0.9503702883294809
2018,3,16,13,0.8050711163944175
2018,3,16,14,0.632782070029326
2018,3,16,15,0.7803495920147535
2018,3,16,16,0.7864655455297658
2018,3,16,17,0.7532342073952907
2018,3,16,18,0.719597024943057
2018,3,16,19,0.6953956596992504
2018,3,16,20,0.6818836256906653
2018,3,16,21,0.6742922151839008
2018,3,16,22,0.6347451819143237
2018,3,16,23,0.6126490566810767
2018,3,16,24,0.6288082620002382
2018,3,17,1,0.5940261786803548
2018,3,17,2,0.6186662690541913
2018,3,17,3,0.7158364317254148
2018,3,17,4,0.7972817544964671
2018,3,17,5,0.814770406558138
2018,3,17,6,0.7404301922734843
2018,3,17,7,0.6370572998075732
2018,3,17,8,0.5343533732426732
2018,3,17,9,0.4316316925786339
2018,3,17,10,0.34627883564335404
2018,3,17,11,0.28906540594895785
2018,3,17,12,0.26861093080997306
2018,3,17,13,0.1890953441141531
2018,3,17,14,0.1172299739723988
2018,3,17,15,0.14467942163377262
2018,3,17,16,0.17246198701790322
2018,3,17,17,0.17197284054420345
2018,3,17,18,0.1476038473362611
2018,3,17,19,0.12134398754744505
2018,3,17,20,0.10502445479585289
2018,3,17,21,0.09889570047588468
2018,3,17,22,0.10844409018226563
2018,3,17,23,0.1457410912722546
2018,3,17,24,0.35492039372352563
2018,3,18,1,0.4732052393900085
2018,3,18,2,0.47168027825003367
2018,3,18,3,0.457067900077632
2018,3,18,4,0.38766550106185654
2018,3,18,5,0.3173143696425427
2018,3,18,6,0.27514733565781235
2018,3,18,7,0.263753365407424
2018,3,18,8,0.2631126883871667
2018,3,18,9,0.2942346246676379
2018,3,18,10,0.32843159968250446
2018,3,18,11,0.3826562461866527
2018,3,18,12,0.41196648037804184
2018,3,18,13,0.31865748537585176
2018,3,18,14,0.18660723816648084
2018,3,18,15,0.18484870447749538
2018,3,18,16,0.19997502014299617
2018,3,18,17,0.25882496814305656
2018,3,18,18,0.39981095494653335
2018,3,18,19,0.572163861918566
2018,3,18,20,0.7150968935240555
2018,3,18,21,0.8256814244331644
2018,3,18,22,0.8953122844877209
2018,3,18,23,0.9363563209145216
2018,3,18,24,0.9880524497729177
2018,3,19,1,0.9920882797126254
2018,3,19,2,1.0
2018,3,19,3,1.0
2018,3,19,4,1.0
2018,3,19,5,1.0
2018,3,19,6,1.0
2018,3,19,7,1.0
2018,3,19,8,1.0
2018,3,19,9,0.9982670821263495
2018,3,19,10,0.9954010978338956
2018,3,19,11,0.9963598146030563
2018,3,19,12,0.9988624959888845
2018,3,19,13,0.9395567813596938
2018,3,19,14,1.0
2018,3,19,15,1.0
2018,3,19,16,0.999329603534407
2018,3,19,17,0.9635292945107731
2018,3,19,18,0.882382317047491
2018,3,19,19,0.7850339652702407
2018,3,19,20,0.7088193569568523
2018,3,19,21,0.6652300041096849
2018,3,19,22,0.6470324980845056
2018,3,19,23,0.6423620903401659
2018,3,19,24,0.7427063553603493
2018,3,20,1,0.7833401710847926
2018,3,20,2,0.7217393046331436
