Capacity data calculated from MERRA-2
""
BEGIN_DATA
year,month,day,hour,w_cfs
2010,1,1,1,0.22887872784055274
2010,1,1,2,0.2257444861034173
2010,1,1,3,0.226102860571049
2010,1,1,4,0.2309558610254779
2010,1,1,5,0.23573347256214394
2010,1,1,6,0.2376039581284879
2010,1,1,7,0.23480797347048168
2010,1,1,8,0.23111905098746033
2010,1,1,9,0.22990099052858845
2010,1,1,10,0.2314115205380896
2010,1,1,11,0.22716606186723481
2010,1,1,12,0.22682553684987372
2010,1,1,13,0.22522313602011387
2010,1,1,14,0.22428894647337866
2010,1,1,15,0.21988061635722211
2010,1,1,16,0.19437432508748026
2010,1,1,17,0.18067727081843954
2010,1,1,18,0.1751486826175331
2010,1,1,19,0.17407825000598728
2010,1,1,20,0.17911588005728024
2010,1,1,21,0.1936672677845126
2010,1,1,22,0.1999719352141045
2010,1,1,23,0.2383544776762956
2010,1,1,24,0.27674507531280695
2010,1,2,1,0.30238753859826717
2010,1,2,2,0.318014236927785
2010,1,2,3,0.32572145585512696
2010,1,2,4,0.32484393176260323
2010,1,2,5,0.3202950882879113
2010,1,2,6,0.3210060659407596
2010,1,2,7,0.3216039937856112
2010,1,2,8,0.3170814555412675
2010,1,2,9,0.31503148113684976
2010,1,2,10,0.29765297635645527
2010,1,2,11,0.28964742945586336
2010,1,2,12,0.27978585836860553
2010,1,2,13,0.2768150896742291
2010,1,2,14,0.2812860805012771
2010,1,2,15,0.27989475678753695
2010,1,2,16,0.27329584076204844
2010,1,2,17,0.2674542546511594
2010,1,2,18,0.2644767694462771
2010,1,2,19,0.25989058686234723
2010,1,2,20,0.25480807781367526
2010,1,2,21,0.24706750481449935
2010,1,2,22,0.23795660281053624
2010,1,2,23,0.23557725315024874
2010,1,2,24,0.24676583461553656
2010,1,3,1,0.25893653312733506
2010,1,3,2,0.26367936589948626
2010,1,3,3,0.26251274760379595
2010,1,3,4,0.25768724470348675
2010,1,3,5,0.24595947275323557
2010,1,3,6,0.23073010432737062
2010,1,3,7,0.2166834846616732
2010,1,3,8,0.2036082651731774
2010,1,3,9,0.19437076795769948
2010,1,3,10,0.17522869885221778
2010,1,3,11,0.16845025890624313
2010,1,3,12,0.16014111067029996
2010,1,3,13,0.15541779939424016
2010,1,3,14,0.1497466880113887
2010,1,3,15,0.13950460764477168
2010,1,3,16,0.1176990794618184
2010,1,3,17,0.10364322997905843
2010,1,3,18,0.09768249394940699
2010,1,3,19,0.09612790811272809
2010,1,3,20,0.09645462352870314
2010,1,3,21,0.09647281665041936
2010,1,3,22,0.07974223260112913
2010,1,3,23,0.08229527081058392
2010,1,3,24,0.09187270735351263
2010,1,4,1,0.09955137632574301
2010,1,4,2,0.1005727100476598
2010,1,4,3,0.09903884411181996
2010,1,4,4,0.09551903615469212
2010,1,4,5,0.0917674307587644
2010,1,4,6,0.08933715885281564
2010,1,4,7,0.08859829705742868
2010,1,4,8,0.09128948132577815
2010,1,4,9,0.09424348082017853
2010,1,4,10,0.08965016573910624
2010,1,4,11,0.09155466192822576
2010,1,4,12,0.09256093148392996
2010,1,4,13,0.09051657878199684
2010,1,4,14,0.08864632383747965
2010,1,4,15,0.08319877640291537
2010,1,4,16,0.07402837352335326
2010,1,4,17,0.0662620102632123
2010,1,4,18,0.06110285312003563
2010,1,4,19,0.058365488395732044
2010,1,4,20,0.0591369596404615
2010,1,4,21,0.06275825035183732
2010,1,4,22,0.059133657251902824
2010,1,4,23,0.07186649981693356
2010,1,4,24,0.09096149921810091
2010,1,5,1,0.10613595314038424
2010,1,5,2,0.11180940038692486
2010,1,5,3,0.11334952812462766
2010,1,5,4,0.11439807383644138
2010,1,5,5,0.11476818026677345
2010,1,5,6,0.11943547427496105
2010,1,5,7,0.12617265600137548
2010,1,5,8,0.13393098938517614
2010,1,5,9,0.139823418964699
2010,1,5,10,0.13493419325927908
2010,1,5,11,0.1405801848641132
2010,1,5,12,0.14556431353634752
2010,1,5,13,0.15353577659886114
2010,1,5,14,0.1632496760322153
2010,1,5,15,0.16346304104068043
2010,1,5,16,0.15444412367437066
2010,1,5,17,0.1539916191627426
2010,1,5,18,0.15829285607198185
2010,1,5,19,0.1622953857390769
2010,1,5,20,0.171049991334533
2010,1,5,21,0.18344091201598328
2010,1,5,22,0.16679792539187774
2010,1,5,23,0.1923338774673431
2010,1,5,24,0.2424812717447754
2010,1,6,1,0.2809928076465175
2010,1,6,2,0.30185625012039125
2010,1,6,3,0.3131376368124951
2010,1,6,4,0.31866759001511197
2010,1,6,5,0.3218686137659334
2010,1,6,6,0.3254975049232033
2010,1,6,7,0.3309008051343943
2010,1,6,8,0.33857146526684245
2010,1,6,9,0.34633619951546823
2010,1,6,10,0.3346216089881545
2010,1,6,11,0.35023001677177573
2010,1,6,12,0.3690399623632299
2010,1,6,13,0.39100988876420145
2010,1,6,14,0.4123030734269081
2010,1,6,15,0.4180590657323844
2010,1,6,16,0.41035149857690256
2010,1,6,17,0.414378180264607
2010,1,6,18,0.4322152381266232
2010,1,6,19,0.45387043158063356
2010,1,6,20,0.47567706474779775
2010,1,6,21,0.49751736891329734
2010,1,6,22,0.49567577339228935
2010,1,6,23,0.5275328244518575
2010,1,6,24,0.5733664503222152
2010,1,7,1,0.6045286027944615
2010,1,7,2,0.6229629459335582
2010,1,7,3,0.635574472571461
2010,1,7,4,0.6408411297824868
2010,1,7,5,0.640198327246993
2010,1,7,6,0.6394997708436012
2010,1,7,7,0.6399883349769633
2010,1,7,8,0.6367929297043433
2010,1,7,9,0.6297764533300081
2010,1,7,10,0.6293984252668976
2010,1,7,11,0.6299279863363683
