Capacity data calculated from MERRA-2
""
BEGIN_DATA
year,month,day,hour,w_cfs
2018,3,18,12,0.09173681785709521
2018,3,18,13,0.038831922326140016
2018,3,18,14,0.029470819962976118
2018,3,18,15,0.0370905660893481
2018,3,18,16,0.03801227458765684
2018,3,18,17,0.03948180129851189
2018,3,18,18,0.04047510988411303
2018,3,18,19,0.04001002064800897
2018,3,18,20,0.03834132494675695
2018,3,18,21,0.03683679542713723
2018,3,18,22,0.047993473698734516
2018,3,18,23,0.0811824673573728
2018,3,18,24,0.14384266974843052
2018,3,19,1,0.18882066251378568
2018,3,19,2,0.21217498902809037
2018,3,19,3,0.2218748778066522
2018,3,19,4,0.22767599478992498
2018,3,19,5,0.23098755449791314
2018,3,19,6,0.23581659531825336
2018,3,19,7,0.2441047358943843
2018,3,19,8,0.2570924560770214
2018,3,19,9,0.2779062210834501
2018,3,19,10,0.30339184729719676
2018,3,19,11,0.3347744151944852
2018,3,19,12,0.3098738459129813
2018,3,19,13,0.2501850283461498
2018,3,19,14,0.28808712223182753
2018,3,19,15,0.368492584995273
2018,3,19,16,0.38632875106652437
2018,3,19,17,0.3884191540923487
2018,3,19,18,0.3931501649795364
2018,3,19,19,0.40376817259867537
2018,3,19,20,0.41048611403660845
2018,3,19,21,0.41955575849756077
2018,3,19,22,0.43523118865327154
2018,3,19,23,0.5157137057374006
2018,3,19,24,0.5735164862837406
2018,3,20,1,0.5480259164071782
2018,3,20,2,0.5239719063471482
2018,3,20,3,0.4916172637909726
2018,3,20,4,0.4531856866023087
2018,3,20,5,0.4160078074609112
2018,3,20,6,0.3826286606063148
2018,3,20,7,0.35533059108320264
2018,3,20,8,0.3368089605579408
2018,3,20,9,0.3211220312599351
2018,3,20,10,0.30538755421137137
2018,3,20,11,0.29351002928690606
2018,3,20,12,0.28216947907610257
2018,3,20,13,0.29686139842311515
2018,3,20,14,0.30998915292108
2018,3,20,15,0.3002071700104564
2018,3,20,16,0.2864377032531834
2018,3,20,17,0.2866758486294538
2018,3,20,18,0.302238213461952
2018,3,20,19,0.31937401563638385
2018,3,20,20,0.32770820644233034
2018,3,20,21,0.31982239130203965
2018,3,20,22,0.28926627725796566
2018,3,20,23,0.29079587553220226
2018,3,20,24,0.3402265771930882
2018,3,21,1,0.33276420953765934
2018,3,21,2,0.32271228880210595
2018,3,21,3,0.30567250595547574
2018,3,21,4,0.28812987142117796
2018,3,21,5,0.2796243712492733
2018,3,21,6,0.2700564569816485
2018,3,21,7,0.25852458978530873
2018,3,21,8,0.24412992345760617
2018,3,21,9,0.22926913623806147
2018,3,21,10,0.21847526922654575
2018,3,21,11,0.2114259866469636
2018,3,21,12,0.17965010799073183
2018,3,21,13,0.15951601228701262
2018,3,21,14,0.18012995384752098
2018,3,21,15,0.1810968490372294
2018,3,21,16,0.16473152447971923
2018,3,21,17,0.1499392003472253
2018,3,21,18,0.14237130300507359
2018,3,21,19,0.14028849838860652
2018,3,21,20,0.13721185632981991
2018,3,21,21,0.12963943217557614
2018,3,21,22,0.11875744586907287
2018,3,21,23,0.16111864338268084
2018,3,21,24,0.18349000907869426
2018,3,22,1,0.19844073755814337
2018,3,22,2,0.22070593473955685
2018,3,22,3,0.23796081122496476
2018,3,22,4,0.24146897243108886
2018,3,22,5,0.23243961543460273
2018,3,22,6,0.21833147933269376
2018,3,22,7,0.1988188600419275
2018,3,22,8,0.1734219111700136
2018,3,22,9,0.15359072132706555
2018,3,22,10,0.14314362461295108
2018,3,22,11,0.13861267587981616
2018,3,22,12,0.12111850654942694
2018,3,22,13,0.056304236010233835
2018,3,22,14,0.05070843789287665
2018,3,22,15,0.08265959114319052
2018,3,22,16,0.10634892814849539
2018,3,22,17,0.11472942459120138
2018,3,22,18,0.11734900917301751
2018,3,22,19,0.11893246474473873
2018,3,22,20,0.12360241696496241
2018,3,22,21,0.13214926655576242
2018,3,22,22,0.15251051096149276
2018,3,22,23,0.24476918463773578
2018,3,22,24,0.3913837336058556
2018,3,23,1,0.4379348987704089
2018,3,23,2,0.42699238926589483
2018,3,23,3,0.4099650897616006
2018,3,23,4,0.3886780160873109
2018,3,23,5,0.36443662241108343
2018,3,23,6,0.3477664341507287
2018,3,23,7,0.33759448960390587
2018,3,23,8,0.33530891744677505
2018,3,23,9,0.34053141957234623
2018,3,23,10,0.3535167155305501
2018,3,23,11,0.37069394836309894
2018,3,23,12,0.3438602669053945
2018,3,23,13,0.2758248326523181
2018,3,23,14,0.30177619086852703
2018,3,23,15,0.3936025676956656
2018,3,23,16,0.46179117065159897
2018,3,23,17,0.4878187991336871
2018,3,23,18,0.5046781996450852
2018,3,23,19,0.5274625810229684
2018,3,23,20,0.5526047979827906
2018,3,23,21,0.5728040977985143
2018,3,23,22,0.6105843946740345
2018,3,23,23,0.6882659062545308
2018,3,23,24,0.7367470663259824
2018,3,24,1,0.7278801086504758
2018,3,24,2,0.7018015126190011
2018,3,24,3,0.6761802388412333
2018,3,24,4,0.6568828176273711
2018,3,24,5,0.6448218151291711
2018,3,24,6,0.6250659845492266
2018,3,24,7,0.6161315700743227
2018,3,24,8,0.6040977448912482
2018,3,24,9,0.5897929499609885
2018,3,24,10,0.5740062694130071
2018,3,24,11,0.5629189983446926
2018,3,24,12,0.5370038681244278
2018,3,24,13,0.5368305255425291
2018,3,24,14,0.5788068932971872
2018,3,24,15,0.6438136508504678
2018,3,24,16,0.6738196294653861
2018,3,24,17,0.6932573887010328
2018,3,24,18,0.7095135425232845
2018,3,24,19,0.7121044099072862
2018,3,24,20,0.7012398191235402
2018,3,24,21,0.6746175991729989
2018,3,24,22,0.6551309009705167
2018,3,24,23,0.6570289468013095
2018,3,24,24,0.6898812109549153
2018,3,25,1,0.6653271764224324
2018,3,25,2,0.6266485268042317
2018,3,25,3,0.6025382677512744
2018,3,25,4,0.5886456598953254
2018,3,25,5,0.5762208179906916
2018,3,25,6,0.5634903990612642
2018,3,25,7,0.5583753670171542
2018,3,25,8,0.546429815443907
2018,3,25,9,0.5288093074239254
2018,3,25,10,0.5134240048785109
2018,3,25,11,0.49920959238364754
2018,3,25,12,0.44270500781347527
2018,3,25,13,0.465433219672766
2018,3,25,14,0.5128156216179015
2018,3,25,15,0.4880172412045993
2018,3,25,16,0.45596487151018306
2018,3,25,17,0.43782567972182423
2018,3,25,18,0.43445605357182226
2018,3,25,19,0.43218768429922905
2018,3,25,20,0.4333076574144474
2018,3,25,21,0.43246438700304696
2018,3,25,22,0.4119781165377972
2018,3,25,23,0.44243368139899497
2018,3,25,24,0.5347696235217935
2018,3,26,1,0.534689804487531
2018,3,26,2,0.4922362599570726
2018,3,26,3,0.4580518582513192
2018,3,26,4,0.43782149129216213
2018,3,26,5,0.4171766187499968
2018,3,26,6,0.39339833294160714
2018,3,26,7,0.3702811163489376
2018,3,26,8,0.3459711507992252
2018,3,26,9,0.32023670736662824
2018,3,26,10,0.30113409336888597
2018,3,26,11,0.28920739219349656
2018,3,26,12,0.23723962091031484
2018,3,26,13,0.2020580517369931
2018,3,26,14,0.26411657552499057
2018,3,26,15,0.3004116254770135
2018,3,26,16,0.324311599809869
2018,3,26,17,0.3586017281493105
2018,3,26,18,0.38451394291839786
2018,3,26,19,0.3922482256615864
2018,3,26,20,0.37869381283970394
2018,3,26,21,0.36179922278741283
2018,3,26,22,0.38260138879424316
2018,3,26,23,0.4343614210987944
2018,3,26,24,0.47342635030187696
