Capacity data calculated from MERRA-2
""
BEGIN_DATA
year,month,day,hour,w_cfs
2018,7,28,7,0.3331257759923085
2018,7,28,8,0.3132768331897541
2018,7,28,9,0.27879248786948446
2018,7,28,10,0.25720154172452125
2018,7,28,11,0.24488616892829518
2018,7,28,12,0.2335418433748276
2018,7,28,13,0.1926837921638012
2018,7,28,14,0.125211021634728
2018,7,28,15,0.11644004254634181
2018,7,28,16,0.11231103072401642
2018,7,28,17,0.10364976986342539
2018,7,28,18,0.10205610087215108
2018,7,28,19,0.10377855885918788
2018,7,28,20,0.10433066492590734
2018,7,28,21,0.10805182665933244
2018,7,28,22,0.1190734103318023
2018,7,28,23,0.13952541750193076
2018,7,28,24,0.17150611388471573
2018,7,29,1,0.22762219819625504
2018,7,29,2,0.3740255912791669
2018,7,29,3,0.4653359990995908
2018,7,29,4,0.39429768406507054
2018,7,29,5,0.3240826062474247
2018,7,29,6,0.2773016062427442
2018,7,29,7,0.24892448204301826
2018,7,29,8,0.21234475332308417
2018,7,29,9,0.17260352808115906
2018,7,29,10,0.14894782043783858
2018,7,29,11,0.14229333336624278
2018,7,29,12,0.14064606010561462
2018,7,29,13,0.11137175957436547
2018,7,29,14,0.0677833942903187
2018,7,29,15,0.0536590187756298
2018,7,29,16,0.051526710378012125
2018,7,29,17,0.048889779146969514
2018,7,29,18,0.045079696943863545
2018,7,29,19,0.04607994242803886
2018,7,29,20,0.05041697800658926
2018,7,29,21,0.061939285699258544
2018,7,29,22,0.08043097848538257
2018,7,29,23,0.10081957224509183
2018,7,29,24,0.12972307062131083
2018,7,30,1,0.18531080519287124
2018,7,30,2,0.26458902980006094
2018,7,30,3,0.29864162608745226
2018,7,30,4,0.2777088743222439
2018,7,30,5,0.24007824296422225
2018,7,30,6,0.20009658850560233
2018,7,30,7,0.17032660243286513
2018,7,30,8,0.14286684677608252
2018,7,30,9,0.11981307576003834
2018,7,30,10,0.1263344356460647
2018,7,30,11,0.1594303420705546
2018,7,30,12,0.1401991920413206
2018,7,30,13,0.10492809055666454
2018,7,30,14,0.06320942901926356
2018,7,30,15,0.03865783325571339
2018,7,30,16,0.027669269073773935
2018,7,30,17,0.021753199840526413
2018,7,30,18,0.019813956531893658
2018,7,30,19,0.02598931047099371
2018,7,30,20,0.03771559225366035
2018,7,30,21,0.05643680447724945
2018,7,30,22,0.06708140434729462
2018,7,30,23,0.0628469387110885
2018,7,30,24,0.0691238350808721
